Review,DOI,Data,Reference,DOI_original,Order,Species,Kelp,Wrack,Dissolved,Smallscale,Prekilled,Buried,Anoxic,Lab,Darkness,k
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Nereocystis luetkeana,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Ulvales,Ulva spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Fucales,Fucus spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.30E-02
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Macrocystis pyrifera,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.17E-01
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Nereocystis luetkeana,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.17E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Ulvales,Ulva spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.81E-02
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Fucales,Fucus spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.66E-02
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Macrocystis pyrifera,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Nereocystis luetkeana,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Ulvales,Ulva spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.05E-01
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Fucales,Fucus spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.03E-02
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Macrocystis pyrifera,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.37E-01
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Nereocystis luetkeana,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.56E-01
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Ulvales,Ulva spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.10E-01
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Fucales,Fucus spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02E-01
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Macrocystis pyrifera,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Laminariales,Nereocystis luetkeana,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al. 2006,10.3354/meps328155,Ulvales,Ulva spp.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.61E+00
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Nitschke et al. 2015,10.1007/s00227-015-2699-4,Laminariales,Laminaria digitata,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.006163096
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Olabarria et al. 2007,10.1016/j.marenvres.2006.06.001,Tilopteridales,Saccorhiza polyschides,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0626
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Olabarria et al. 2007,10.1016/j.marenvres.2006.06.001,Tilopteridales,Saccorhiza polyschides,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0426
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Olabarria et al. 2007,10.1016/j.marenvres.2006.06.001,Tilopteridales,Saccorhiza polyschides,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0435
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Cladophorales,Cladophora glomerata,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.078831247
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Cladophorales,Cladophora glomerata,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.026298497
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Cladophorales,Cladophora glomerata,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.01968514
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Cladophorales,Cladophora glomerata,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.125364374
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.114241911
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.070218316
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.039453857
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.060257875
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Paalme et al. 2002,10.1023/A:1020364114603,Ectocarpales,Pylaiella littoralis,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0.171029782
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Pedersen & Johnsen 2017,10.1007/s00227-017-3197-7,Gracilariales,Gracilaria vermiculophylla,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.013
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Pedersen & Johnsen 2017,10.1007/s00227-017-3197-7,Gracilariales,Gracilaria vermiculophylla,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.032
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Pedersen & Johnsen 2017,10.1007/s00227-017-3197-7,Gracilariales,Gracilaria vermiculophylla,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.065
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Pedersen et al. 2005,10.1016/j.aquabot.2005.05.004,Fucales,Sargassum muticum,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.016
